bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,preco_venda
Vila Zat,Casa de dois andares,130.0,2.0,1.0,3.0,2.0,336000
Vila Maria Alta,Condomínio,130.0,3.0,1.0,3.0,1.0,559300
Vila Maria Alta,Apartamento,141.0,0.0,3.0,3.0,3.0,539000
Conjunto Residencial Vista Verde,Casa de dois andares,200.0,2.0,0.0,3.0,2.0,420000
Casa Verde,Apartamento,99.0,3.0,1.0,3.0,2.0,490699
Parque São Domingos,Casa,180.0,3.0,1.0,3.0,6.0,630000
Vila Aurora (Zona Norte),Apartamento,70.0,2.0,0.0,3.0,2.0,336000
Lauzane Paulista,Apartamento,48.0,1.0,0.0,2.0,1.0,244299
Jardim Paraíso,Casa de dois andares,286.0,3.0,3.0,3.0,2.0,532420
Jardim Paraíso,Casa de dois andares,340.0,5.0,3.0,3.0,3.0,979999
Vila Mazzei,Casa de dois andares,150.0,4.0,2.0,3.0,4.0,343000
Vila Nivi,Apartamento,64.0,1.0,0.0,2.0,1.0,261099
Tucuruvi,Casa de dois andares,300.0,6.0,2.0,4.0,4.0,1295000
Tucuruvi,Apartamento,66.0,1.0,1.0,2.0,1.0,350000
Tucuruvi,Casa,200.0,3.0,1.0,2.0,3.0,840000
Parque Mandaqui,Cobertura,315.0,3.0,1.0,4.0,3.0,840000
Parque Mandaqui,Apartamento,72.0,1.0,1.0,2.0,1.0,280000
Jardim Franca,Casa de dois andares,360.0,6.0,3.0,6.0,6.0,1540000
Jardim Franca,Casa de dois andares,350.0,4.0,3.0,3.0,6.0,1190000
Vila Mazzei,Condomínio,50.0,1.0,0.0,2.0,1.0,217000
Vila Aurora (Zona Norte),Casa de dois andares,145.0,2.0,0.0,2.0,2.0,434000
Parque Mandaqui,Apartamento,105.0,2.0,1.0,3.0,2.0,378000
Conjunto Residencial Vista Verde,Condomínio,95.0,1.0,0.0,2.0,2.0,294000
Jardim Regina,Casa de dois andares,150.0,3.0,3.0,3.0,4.0,455000
Vila Aurora (Zona Norte),Apartamento,64.0,1.0,0.0,2.0,1.0,196303
Vila Aurora (Zona Norte),Apartamento,64.0,1.0,0.0,2.0,1.0,196303
Parque Mandaqui,Apartamento,92.0,2.0,1.0,3.0,2.0,468999
Vila Aurora (Zona Norte),Casa de dois andares,202.0,2.0,1.0,4.0,5.0,445200
Tucuruvi,Condomínio,71.0,3.0,2.0,2.0,2.0,385000
Jardim Maristela,Apartamento,50.0,1.0,0.0,2.0,1.0,168000
Tucuruvi,Condomínio,66.0,2.0,0.0,2.0,1.0,224000
Jardim Franca,Casa,250.0,3.0,0.0,3.0,5.0,742000
Vila Amélia,Apartamento,47.0,1.0,0.0,2.0,1.0,189000
Vila Amélia,Apartamento,77.0,1.0,0.0,3.0,1.0,283500
Lauzane Paulista,Apartamento,57.0,1.0,0.0,2.0,1.0,244999
Jardim Franca,Casa de dois andares,450.0,4.0,4.0,4.0,5.0,1924999
Tucuruvi,Apartamento,257.0,5.0,3.0,3.0,3.0,875000
Parque Mandaqui,Apartamento,50.0,1.0,0.0,2.0,2.0,259699
Parque Mandaqui,Apartamento,55.0,2.0,1.0,2.0,1.0,244999
Jardim Paraíso,Apartamento,68.0,0.0,1.0,2.0,1.0,301000
Vila Mazzei,Apartamento,43.0,1.0,0.0,2.0,1.0,258999
Parque Mandaqui,Apartamento,72.0,2.0,1.0,3.0,2.0,385000
Vila Aurora (Zona Norte),Condomínio,100.0,3.0,1.0,3.0,2.0,349300
Parque Mandaqui,Apartamento,50.0,1.0,0.0,2.0,1.0,244999
Lauzane Paulista,Apartamento,55.0,1.0,0.0,2.0,1.0,220500
Lauzane Paulista,Apartamento,53.0,2.0,0.0,2.0,1.0,175000
Lauzane Paulista,Apartamento,88.0,2.0,1.0,3.0,1.0,371000
Parque Vitória,Casa,120.0,0.0,1.0,2.0,1.0,305200
Parque Vitória,Casa de dois andares,90.0,2.0,2.0,2.0,2.0,266000
Parque Mandaqui,Apartamento,59.0,2.0,1.0,2.0,1.0,234499
Cachoeirinha,Apartamento,56.0,2.0,1.0,2.0,1.0,203000
Vila Nova Cachoeirinha,Apartamento,61.0,2.0,0.0,2.0,1.0,185500
Tucuruvi,Apartamento,67.0,2.0,1.0,3.0,1.0,333900
Conjunto Residencial Vista Verde,Apartamento,55.0,1.0,0.0,2.0,2.0,203000
Vila Mazzei,Apartamento,51.0,2.0,1.0,2.0,2.0,294000
Vila Nivi,Apartamento,44.0,1.0,0.0,1.0,1.0,157500
Tucuruvi,Apartamento,54.0,1.0,0.0,2.0,1.0,237999
Vila Constança,Casa,80.0,3.0,1.0,3.0,2.0,385000
Vila Mazzei,Apartamento,58.0,1.0,0.0,2.0,2.0,230999
Barro Branco (Zona Norte),Condomínio,450.0,6.0,4.0,4.0,6.0,2100000
Tucuruvi,Casa de dois andares,430.0,6.0,3.0,3.0,5.0,598500
Mandaqui,Casa,180.0,1.0,1.0,3.0,4.0,416500
Vila Mazzei,Casa de dois andares,120.0,3.0,2.0,2.0,4.0,336000
Vila Constança,Casa de dois andares,180.0,2.0,1.0,3.0,2.0,329000
Sítio Morro Grande,Casa de dois andares,54.0,1.0,0.0,2.0,2.0,224000
Tucuruvi,Casa,150.0,4.0,1.0,3.0,2.0,364000
Vila Amália (Zona Norte),Apartamento,45.0,1.0,0.0,2.0,1.0,168000
Vila Mazzei,Apartamento,68.0,2.0,1.0,3.0,1.0,364000
Tucuruvi,Apartamento,110.0,2.0,1.0,3.0,2.0,482299
Brasilândia,Apartamento,48.0,1.0,0.0,2.0,1.0,168000
Vila Amélia,Apartamento,53.0,1.0,0.0,2.0,1.0,182000
Brasilândia,Apartamento,55.0,1.0,0.0,2.0,1.0,163100
Vila Constança,Apartamento,45.0,1.0,0.0,2.0,0.0,168000
Parque Vitória,Casa de dois andares,104.0,2.0,1.0,3.0,2.0,361200
Vila Mazzei,Condomínio,110.0,3.0,1.0,3.0,2.0,308000
Vila Mazzei,Apartamento,54.0,2.0,0.0,2.0,1.0,210000
Brasilândia,Casa de dois andares,78.0,2.0,0.0,3.0,1.0,251999
Parque Mandaqui,Apartamento,85.0,2.0,1.0,3.0,2.0,438200
Vila Mazzei,Casa de dois andares,157.0,4.0,3.0,3.0,2.0,413000
Jardim Leonor Mendes de Barros,Casa,400.0,5.0,4.0,4.0,4.0,1079400
Jardim Maristela,Apartamento,51.0,1.0,0.0,2.0,1.0,182000
Barro Branco (Zona Norte),Casa de dois andares,175.0,3.0,2.0,3.0,2.0,475999
Tucuruvi,Casa de dois andares,350.0,5.0,3.0,4.0,5.0,893900
Tremembé,Condomínio,156.0,3.0,1.0,3.0,2.0,318500
Tucuruvi,Apartamento,98.0,2.0,0.0,3.0,1.0,461999
Vila Constança,Casa,170.0,3.0,1.0,3.0,3.0,399000
Parque Mandaqui,Casa de dois andares,160.0,5.0,3.0,3.0,4.0,581000
Vila Nova Mazzei,Casa,140.0,2.0,0.0,3.0,2.0,537600
Jardim Leonor Mendes de Barros,Casa de dois andares,260.0,5.0,3.0,4.0,5.0,770000
Parque Mandaqui,Casa de dois andares,306.0,3.0,1.0,3.0,6.0,420000
Vila Mazzei,Casa de dois andares,225.0,3.0,3.0,3.0,2.0,378000
Parque Mandaqui,Apartamento,100.0,1.0,1.0,3.0,1.0,280000
Vila Mazzei,Condomínio,59.0,2.0,2.0,2.0,1.0,217000
Vila Clarice,Casa de dois andares,110.0,3.0,1.0,3.0,3.0,474599
Vila Clarice,Casa de dois andares,95.0,2.0,2.0,2.0,2.0,343000
Vila Amália (Zona Norte),Apartamento,62.0,2.0,1.0,2.0,1.0,281960
Jardim Leonor Mendes de Barros,Casa,450.0,4.0,3.0,3.0,8.0,1120000
Vila Clarice,Casa de dois andares,70.0,1.0,0.0,2.0,2.0,224000
Vila Mazzei,Casa de dois andares,125.0,4.0,1.0,3.0,2.0,273000
Vila Nova Cachoeirinha,Apartamento,50.0,1.0,0.0,2.0,1.0,185500
Vila Nova Mazzei,Casa de dois andares,124.0,2.0,1.0,3.0,2.0,409500
Vila Nova Cachoeirinha,Cobertura,134.0,3.0,1.0,4.0,2.0,770000
Parque Mandaqui,Apartamento,78.0,1.0,0.0,3.0,0.0,210000
Brasilândia,Casa de dois andares,97.0,2.0,0.0,3.0,1.0,262500
Vila Nova Mazzei,Casa de dois andares,120.0,3.0,1.0,3.0,2.0,385000
Parque Mandaqui,Apartamento,69.0,2.0,1.0,3.0,1.0,276500
Vila Amália (Zona Norte),Apartamento,62.0,0.0,0.0,2.0,1.0,216930
Jardim Centenário,Casa de dois andares,100.0,1.0,0.0,2.0,3.0,329000
Vila Nova Cachoeirinha,Apartamento,64.0,1.0,0.0,3.0,1.0,224000
Parque Mandaqui,Condomínio,100.0,3.0,1.0,3.0,2.0,406000
Vila Nova Cachoeirinha,Apartamento,60.0,1.0,1.0,3.0,2.0,308000
Mandaqui,Casa de dois andares,234.0,5.0,3.0,3.0,3.0,1120000
Parque Mandaqui,Condomínio,80.0,3.0,1.0,3.0,2.0,406000
Vila Amália (Zona Norte),Apartamento,65.0,2.0,0.0,2.0,1.0,283500
Parque Mandaqui,Cobertura,147.0,4.0,2.0,4.0,3.0,560000
Parque Vitória,Apartamento,56.0,1.0,0.0,2.0,1.0,241499
Brasilândia,Casa de dois andares,90.0,2.0,2.0,2.0,2.0,244999
Vila Mirante,Casa de dois andares,300.0,1.0,1.0,4.0,2.0,357000
Vila Constança,Casa de dois andares,85.0,3.0,1.0,3.0,2.0,392000
Vila Irmãos Arnoni,Condomínio,130.0,4.0,1.0,3.0,2.0,455000
Parque Casa de Pedra,Casa de dois andares,130.0,3.0,1.0,3.0,2.0,475999
Vila Amália (Zona Norte),Apartamento,47.0,1.0,0.0,2.0,1.0,251999
Vila Dionisia,Apartamento,52.0,2.0,0.0,2.0,1.0,189000
Vila Mirante,Casa de dois andares,300.0,3.0,1.0,4.0,2.0,399000
Jaçanã,Apartamento,50.0,1.0,0.0,2.0,1.0,271418
Parque Casa de Pedra,Casa de dois andares,170.0,1.0,3.0,3.0,2.0,409500
Barro Branco (Zona Norte),Apartamento,84.0,2.0,1.0,3.0,1.0,294000
Parque Casa de Pedra,Casa de dois andares,85.0,2.0,0.0,2.0,2.0,279300
Vila Mazzei,Casa,740.0,4.0,2.0,3.0,6.0,979999
Jardim Modelo,Apartamento,67.0,2.0,1.0,3.0,1.0,217000
Horto Florestal,Apartamento,196.0,5.0,2.0,4.0,6.0,875000
Vila Bela Vista (Zona Norte),Casa de dois andares,300.0,2.0,0.0,4.0,2.0,524300
Vila Mazzei,Condomínio,45.0,1.0,0.0,2.0,1.0,189000
Vila Nova Cachoeirinha,Apartamento,66.0,2.0,1.0,3.0,1.0,315000
Vila Irmãos Arnoni,Condomínio,140.0,3.0,1.0,3.0,2.0,455000
Vila Irmãos Arnoni,Casa de dois andares,290.0,6.0,3.0,3.0,5.0,910000
Parque Vitória,Casa de dois andares,125.0,2.0,1.0,3.0,2.0,381500
Vila Santos,Apartamento,53.0,1.0,0.0,2.0,1.0,213500
Vila Irmãos Arnoni,Condomínio,100.0,3.0,2.0,2.0,2.0,341600
Tucuruvi,Casa,110.0,3.0,2.0,3.0,4.0,448000
Bortolândia,Condomínio,62.0,2.0,0.0,3.0,1.0,223300
Parque Casa de Pedra,Casa de dois andares,140.0,3.0,1.0,3.0,2.0,503999
Jardim Virginia Bianca,Condomínio,220.0,3.0,1.0,3.0,2.0,693000
Vila Amália (Zona Norte),Casa de dois andares,200.0,4.0,3.0,3.0,6.0,665000
Jaraguá,Casa,120.0,2.0,1.0,3.0,4.0,420000
Jaçanã,Apartamento,121.0,3.0,2.0,3.0,2.0,349300
Vila Irmãos Arnoni,Condomínio,100.0,3.0,2.0,2.0,2.0,357000
Horto Florestal,Apartamento,69.0,1.0,1.0,3.0,1.0,224000
Vila Irmãos Arnoni,Casa,300.0,7.0,4.0,4.0,6.0,944999
Vila Nova Mazzei,Casa de dois andares,175.0,2.0,0.0,2.0,2.0,371000
Parque Mandaqui,Apartamento,130.0,3.0,1.0,3.0,2.0,608300
Jardim Peri,Apartamento,50.0,0.0,0.0,2.0,1.0,167300
Barro Branco (Zona Norte),Apartamento,87.0,3.0,0.0,3.0,1.0,387233
Jaraguá,Condomínio,63.0,1.0,0.0,2.0,1.0,297500
Jardim Leonor Mendes de Barros,Apartamento,58.0,1.0,0.0,2.0,0.0,175000
Barro Branco (Zona Norte),Apartamento,78.0,1.0,1.0,3.0,2.0,394100
Tremembé,Condomínio,90.0,2.0,0.0,2.0,1.0,199500
Mandaqui,Apartamento,163.0,3.0,0.0,3.0,3.0,595000
Vila Dionisia,Casa,81.0,3.0,1.0,3.0,2.0,346500
Jardim Leonor Mendes de Barros,Condomínio,60.0,3.0,2.0,2.0,2.0,280000
Jardim Leonor Mendes de Barros,Casa de dois andares,220.0,5.0,1.0,3.0,5.0,910000
Tremembé,Apartamento,80.0,2.0,1.0,2.0,2.0,420000
Vila Germinal,Casa de dois andares,110.0,3.0,1.0,3.0,2.0,364000
Vila Nova Mazzei,Condomínio,110.0,4.0,1.0,3.0,2.0,448000
Vila Nilo,Casa de dois andares,100.0,2.0,0.0,3.0,2.0,280000
Vila Nova Mazzei,Casa de dois andares,120.0,1.0,1.0,3.0,2.0,343000
Jardim Leonor Mendes de Barros,Condomínio,60.0,3.0,2.0,2.0,2.0,276500
Tremembé,Condomínio,390.0,7.0,4.0,4.0,6.0,1050000
Vila Nova Mazzei,Casa de dois andares,146.0,4.0,1.0,3.0,4.0,482999
Tremembé,Casa de dois andares,110.0,2.0,0.0,2.0,1.0,234499
Tremembé,Casa,350.0,1.0,1.0,3.0,2.0,1316000
Parque Mandaqui,Apartamento,251.0,2.0,4.0,4.0,4.0,559650
Vila Mazzei,Apartamento,64.0,1.0,0.0,2.0,1.0,259699
Parque Mandaqui,Apartamento,270.0,1.0,4.0,4.0,4.0,1042553
Jardim Leonor Mendes de Barros,Casa,80.0,3.0,0.0,3.0,0.0,230999
Jardim Guapira,Casa de dois andares,562.0,9.0,1.0,7.0,8.0,1050000
Tremembé,Casa,220.0,3.0,1.0,3.0,2.0,840000
Tremembé,Condomínio,225.0,5.0,3.0,4.0,4.0,896000
Tremembé,Condomínio,65.0,2.0,2.0,2.0,1.0,224000
Tremembé,Casa de dois andares,68.0,3.0,2.0,2.0,1.0,209300
Loteamento City Jaragua,Condomínio,60.0,1.0,0.0,2.0,1.0,205660
Tremembé,Casa de dois andares,170.0,1.0,3.0,3.0,4.0,455000
Tremembé,Casa de dois andares,60.0,1.0,1.0,2.0,1.0,237999
Vila Nova Mazzei,Apartamento,63.0,1.0,0.0,2.0,1.0,273000
Vila Nova Mazzei,Casa de dois andares,140.0,2.0,1.0,3.0,3.0,406000
Vila Nova Mazzei,Casa de dois andares,150.0,2.0,0.0,3.0,1.0,385000
Jardim Virginia Bianca,Casa,120.0,2.0,0.0,2.0,0.0,525000
Tremembé,Condomínio,220.0,5.0,3.0,3.0,4.0,1190000
Jardim Peri,Casa de dois andares,230.0,2.0,1.0,3.0,3.0,385000
Tremembé,Casa,130.0,1.0,0.0,2.0,1.0,294000
Vila Mazzei,Condomínio,112.0,3.0,1.0,3.0,2.0,294000
Jaraguá,Casa de dois andares,127.0,3.0,1.0,3.0,2.0,257599
Tremembé,Apartamento,94.0,2.0,1.0,3.0,1.0,301000
Vila Nova Mazzei,Casa,200.0,3.0,1.0,3.0,3.0,455000
Vila Nova Mazzei,Casa de dois andares,110.0,3.0,1.0,3.0,2.0,343000
Tremembé,Casa de dois andares,300.0,1.0,1.0,3.0,7.0,696500
Vila Pedra Branca,Casa,75.0,3.0,2.0,2.0,0.0,336000
Horto Florestal,Casa,250.0,2.0,1.0,3.0,2.0,707000
Jardim Peri,Apartamento,50.0,1.0,0.0,2.0,0.0,168000
Horto Florestal,Casa de dois andares,135.0,4.0,3.0,3.0,3.0,475999
Tremembé,Casa de dois andares,382.0,5.0,4.0,5.0,5.0,686000
Jardim Peri,Apartamento,55.0,1.0,0.0,2.0,1.0,154000
Vila Pedra Branca,Casa de dois andares,160.0,4.0,3.0,3.0,4.0,489999
Vila Paulistana,Apartamento,81.0,2.0,2.0,2.0,1.0,224000
Vila Nova Mazzei,Apartamento,81.0,3.0,2.0,2.0,1.0,203000
Vila Nova Mazzei,Casa de dois andares,110.0,3.0,1.0,3.0,2.0,357000
Jaraguá,Casa de dois andares,78.0,2.0,2.0,2.0,5.0,196000
Horto Florestal,Condomínio,110.0,2.0,1.0,3.0,2.0,455000
Parque Casa de Pedra,Casa de dois andares,123.0,4.0,3.0,3.0,2.0,406000
Parque Casa de Pedra,Casa de dois andares,130.0,2.0,2.0,2.0,2.0,266000
Jaraguá,Casa de dois andares,135.0,0.0,0.0,0.0,0.0,280000
Vila Irmãos Arnoni,Casa de dois andares,359.0,6.0,4.0,6.0,5.0,1540000
Bortolândia,Casa,85.0,2.0,0.0,3.0,5.0,371000
Vila Santos,Condomínio,220.0,2.0,1.0,3.0,4.0,525000
Tucuruvi,Condomínio,199.0,5.0,3.0,3.0,5.0,979999
Vila Irmãos Arnoni,Apartamento,52.0,1.0,0.0,2.0,0.0,224000
Vila Irmãos Arnoni,Condomínio,146.0,2.0,1.0,3.0,2.0,371000
Vila Irmãos Arnoni,Apartamento,54.0,1.0,0.0,2.0,1.0,196000
Parque Casa de Pedra,Casa de dois andares,100.0,3.0,1.0,3.0,2.0,266000
Parque Casa de Pedra,Casa de dois andares,230.0,3.0,1.0,3.0,2.0,357000
Tucuruvi,Casa,550.0,8.0,1.0,6.0,8.0,1994999
Vila Albertina,Casa de dois andares,200.0,3.0,1.0,3.0,2.0,430500
Jardim Virginia Bianca,Casa de dois andares,219.0,4.0,1.0,3.0,7.0,413000
Vila Albertina,Condomínio,67.0,2.0,2.0,2.0,1.0,258999
Tremembé,Condomínio,71.0,3.0,2.0,2.0,2.0,343000
Parque Casa de Pedra,Casa de dois andares,300.0,2.0,0.0,3.0,2.0,280000
Tremembé,Condomínio,71.0,3.0,2.0,2.0,2.0,350000
Tucuruvi,Apartamento,58.0,1.0,0.0,2.0,1.0,192500
Loteamento City Jaragua,Apartamento,55.0,2.0,1.0,2.0,1.0,258999
Jaraguá,Apartamento,44.0,1.0,0.0,2.0,1.0,175000
Loteamento City Jaragua,Apartamento,48.0,1.0,0.0,2.0,1.0,196000
Vila Jaragua,Casa,120.0,2.0,1.0,3.0,2.0,266000
Jaraguá,Apartamento,43.0,1.0,0.0,2.0,1.0,150500
Jardim Peri,Casa de dois andares,240.0,4.0,3.0,4.0,5.0,588000
Vila Aurora (Zona Norte),Apartamento,64.0,1.0,0.0,2.0,1.0,266000
Vila Constança,Casa,150.0,2.0,0.0,4.0,2.0,251999
Vila Constança,Casa de dois andares,140.0,5.0,3.0,3.0,2.0,482999
Vila Amélia,Apartamento,67.0,2.0,1.0,3.0,1.0,269500
Lauzane Paulista,Apartamento,112.0,5.0,3.0,3.0,3.0,651000
Vila Amélia,Apartamento,67.0,2.0,1.0,3.0,1.0,255499
Lauzane Paulista,Apartamento,70.0,1.0,0.0,2.0,1.0,230299
Vila Amélia,Apartamento,46.0,0.0,0.0,2.0,1.0,224000
Vila Aurora (Zona Norte),Apartamento,55.0,1.0,0.0,2.0,1.0,210000
Vila Constança,Casa,270.0,4.0,2.0,2.0,2.0,329000
Vila Aurora (Zona Norte),Apartamento,64.0,1.0,0.0,2.0,1.0,203000
Parque Vitória,Casa,164.0,3.0,1.0,3.0,4.0,413000
Parque Mandaqui,Apartamento,50.0,1.0,0.0,2.0,0.0,237999
Parque Mandaqui,Apartamento,74.0,1.0,1.0,3.0,2.0,322000
Vila Constança,Casa de dois andares,75.0,3.0,2.0,2.0,2.0,294000
Parque Mandaqui,Apartamento,86.0,3.0,1.0,3.0,3.0,406000
Vila Mazzei,Apartamento,49.0,1.0,0.0,2.0,2.0,223475
Lauzane Paulista,Apartamento,53.0,1.0,0.0,2.0,1.0,208600
Vila Mazzei,Apartamento,50.0,2.0,1.0,2.0,2.0,276500
Vila Amélia,Apartamento,47.0,1.0,0.0,2.0,1.0,205310
Parque Mandaqui,Apartamento,74.0,2.0,1.0,3.0,3.0,385000
Vila Nova Cachoeirinha,Casa,280.0,3.0,0.0,4.0,1.0,560000
Lauzane Paulista,Apartamento,50.0,1.0,0.0,2.0,1.0,189000
Vila Mazzei,Casa de dois andares,96.0,3.0,2.0,2.0,2.0,280000
Parque Mandaqui,Casa de dois andares,360.0,3.0,2.0,5.0,4.0,1014999
Vila Mazzei,Apartamento,67.0,1.0,0.0,3.0,1.0,301000
Jardim Regina,Casa de dois andares,180.0,2.0,1.0,3.0,4.0,665000
Vila Nivi,Casa de dois andares,55.0,2.0,1.0,2.0,1.0,1120000
Tucuruvi,Condomínio,65.0,1.0,0.0,2.0,1.0,266000
Parque Edu Chaves,Casa,125.0,5.0,3.0,3.0,4.0,455000
Jardim Brasil (Zona Norte),Casa de dois andares,120.0,2.0,0.0,3.0,2.0,244999
Jardim Modelo,Casa de dois andares,100.0,2.0,0.0,2.0,2.0,280000
Vila Constança,Casa de dois andares,90.0,3.0,0.0,2.0,2.0,315000
Tucuruvi,Casa de dois andares,250.0,6.0,2.0,4.0,6.0,964599
Jardim Modelo,Casa de dois andares,134.0,2.0,1.0,3.0,2.0,258999
Vila Amália (Zona Norte),Apartamento,48.0,1.0,0.0,2.0,1.0,168000
Parque Mandaqui,Apartamento,130.0,3.0,1.0,3.0,2.0,665000
Tucuruvi,Casa,100.0,1.0,0.0,2.0,0.0,227500
Vila Jaraguá,Apartamento,46.0,1.0,0.0,3.0,1.0,210000
Vila Mazzei,Casa,140.0,3.0,2.0,2.0,4.0,329000
Vila Amália (Zona Norte),Apartamento,60.0,2.0,0.0,2.0,1.0,178500
Vila Clarice,Casa de dois andares,140.0,4.0,1.0,3.0,3.0,349300
Parque Vitória,Casa de dois andares,197.0,4.0,1.0,3.0,2.0,616000
Lauzane Paulista,Apartamento,52.0,1.0,0.0,2.0,1.0,224000
Tucuruvi,Casa de dois andares,350.0,5.0,2.0,4.0,6.0,595000
Vila Amélia,Apartamento,163.0,5.0,3.0,4.0,3.0,1085000
Lauzane Paulista,Casa de dois andares,148.0,2.0,0.0,3.0,2.0,630000
Brasilândia,Apartamento,47.0,0.0,0.0,2.0,1.0,148400
Vila Constança,Condomínio,56.0,2.0,2.0,2.0,1.0,244999
Vila Mazzei,Apartamento,56.0,1.0,0.0,2.0,1.0,189000
Parque Vitória,Casa de dois andares,175.0,2.0,0.0,3.0,2.0,378000
Parque Mandaqui,Apartamento,75.0,2.0,0.0,3.0,1.0,223300
Parque Mandaqui,Apartamento,61.0,1.0,0.0,2.0,1.0,196000
Parque Vitória,Condomínio,68.0,2.0,1.0,2.0,0.0,210000
Parque Mandaqui,Apartamento,89.0,1.0,1.0,2.0,2.0,335300
Lauzane Paulista,Casa de dois andares,291.0,6.0,2.0,3.0,3.0,595000
Parque Mandaqui,Apartamento,62.0,1.0,0.0,2.0,1.0,164500
Vila Clarice,Casa de dois andares,81.0,2.0,0.0,2.0,2.0,258999
Vila Nova Carolina,Condomínio,43.0,1.0,0.0,2.0,0.0,154000
Vila Nelson,Condomínio,70.0,3.0,2.0,2.0,1.0,230999
Jardim Peri,Casa de dois andares,250.0,5.0,1.0,4.0,3.0,840000
Barro Branco (Zona Norte),Condomínio,172.0,3.0,1.0,3.0,2.0,399000
Vila Constança,Condomínio,69.0,1.0,2.0,2.0,1.0,237999
Vila Nova Mazzei,Casa,120.0,4.0,1.0,3.0,2.0,329000
Parque Mandaqui,Casa de dois andares,180.0,3.0,1.0,3.0,2.0,448000
Tucuruvi,Apartamento,97.0,1.0,0.0,3.0,1.0,444500
Vila Nova Carolina,Casa de dois andares,190.0,3.0,2.0,3.0,2.0,378000
Vila Nova Cachoeirinha,Apartamento,170.0,4.0,1.0,4.0,3.0,560000
Lauzane Paulista,Casa de dois andares,170.0,1.0,3.0,3.0,4.0,840000
Vila Amália (Zona Norte),Apartamento,62.0,1.0,0.0,2.0,1.0,248499
Jardim Maristela,Apartamento,50.0,1.0,0.0,2.0,1.0,175000
Vila Clarice,Apartamento,52.0,1.0,0.0,2.0,1.0,189000
Vila Nova Cachoeirinha,Apartamento,45.0,1.0,0.0,2.0,1.0,246399
Mandaqui,Cobertura,172.0,3.0,1.0,4.0,3.0,618800
Jardim Leonor Mendes de Barros,Condomínio,500.0,3.0,5.0,5.0,6.0,1680000
Vila Nova Mazzei,Condomínio,112.0,3.0,1.0,3.0,2.0,270900
Vila Mazzei,Casa de dois andares,124.0,4.0,3.0,3.0,2.0,448000
Tremembé,Apartamento,83.0,4.0,1.0,3.0,1.0,420000
Tremembé,Casa,375.0,6.0,4.0,4.0,7.0,1014999
Mandaqui,Casa de dois andares,250.0,5.0,3.0,3.0,8.0,735000
Mandaqui,Casa de dois andares,80.0,2.0,0.0,2.0,2.0,315000
Jaraguá,Casa de dois andares,85.0,4.0,2.0,2.0,8.0,294000
Vila Mazzei,Condomínio,113.0,2.0,0.0,3.0,2.0,385000
Vila Irmãos Arnoni,Casa,220.0,3.0,1.0,3.0,4.0,679000
Sítio Morro Grande,Apartamento,51.0,1.0,0.0,2.0,1.0,112000
Mandaqui,Casa de dois andares,75.0,2.0,0.0,2.0,1.0,210000
Vila Dionisia,Apartamento,52.0,1.0,0.0,2.0,1.0,189000
Jardim Virginia Bianca,Casa,210.0,4.0,3.0,3.0,4.0,833000
Vila Albertina,Casa de dois andares,340.0,4.0,4.0,4.0,5.0,1050000
Tucuruvi,Casa,58.0,4.0,2.0,2.0,2.0,244999
Vila Nova Cachoeirinha,Apartamento,50.0,1.0,0.0,2.0,1.0,196000
Jaçanã,Apartamento,50.0,1.0,0.0,2.0,1.0,269269
Parque Vitória,Casa de dois andares,110.0,3.0,1.0,3.0,2.0,385000
Horto Florestal,Casa de dois andares,90.0,2.0,1.0,3.0,2.0,357000
Vila Rosa,Casa de dois andares,145.0,4.0,3.0,3.0,4.0,475999
Parque Vitória,Casa de dois andares,155.0,4.0,3.0,3.0,4.0,455000
Jaçanã,Apartamento,68.0,2.0,1.0,3.0,1.0,251299
Vila Amália (Zona Norte),Apartamento,50.0,1.0,0.0,2.0,1.0,217000
Vila Amália (Zona Norte),Apartamento,60.0,1.0,0.0,3.0,1.0,201600
Tremembé,Casa de dois andares,300.0,7.0,5.0,5.0,5.0,1470000
Vila Santos,Condomínio,194.0,4.0,1.0,3.0,4.0,409500
Vila Santos,Casa de dois andares,180.0,4.0,1.0,3.0,3.0,560000
Vila Mazzei,Condomínio,113.0,0.0,1.0,3.0,2.0,353500
Jaçanã,Apartamento,51.0,1.0,0.0,2.0,1.0,273240
Vila Constança,Casa de dois andares,80.0,3.0,2.0,3.0,2.0,392000
Cachoeirinha,Apartamento,55.0,1.0,0.0,2.0,1.0,175000
Jardim Modelo,Apartamento,47.0,1.0,0.0,2.0,0.0,152250
Jardim Leonor Mendes de Barros,Apartamento,70.0,1.0,0.0,2.0,1.0,280000
Vila Irmãos Arnoni,Condomínio,65.0,2.0,2.0,2.0,1.0,273000
Vila Irmãos Arnoni,Casa de dois andares,100.0,3.0,1.0,3.0,2.0,395500
Parque Mandaqui,Apartamento,66.0,2.0,0.0,2.0,1.0,297500
Jardim Modelo,Apartamento,49.0,1.0,0.0,2.0,1.0,175000
Vila Santos,Apartamento,82.0,1.0,0.0,2.0,1.0,230999
Parque Casa de Pedra,Casa,100.0,2.0,0.0,3.0,5.0,486499
Vila Santos,Apartamento,63.0,1.0,0.0,3.0,1.0,244999
Barro Branco (Zona Norte),Apartamento,80.0,2.0,0.0,3.0,1.0,364000
Vila Constança,Cobertura,150.0,3.0,1.0,3.0,2.0,560000
